"Q: gold prices bounce back in futures trade on global cues
A:",up,7937
"Q: losses mount for gold, off $45.40 to $1,781.30/oz
A:",down,8859
"Q: correct: gold, silver futures close at one-week highs
A:",up,7976
"Q: india's 2013 gold imports to fall to 550 tonnes: trade body
A:",down,6488
"Q: Gold dips on muted demand; silver ends at 2-month high
A:",down,8748
"Q: gold futures look to extend their winning streak to three
A:",none,1148
"Q: gold futures mark another settlement low for the year
A:",down,8446
"Q: Gold futures trading up at Rs 28,953/10g
A:",up,8362
"Q: Gold prices end the week with 2.3% gain
A:",up,2034
"Q: mcx to launch mini gold contract, targets small traders
A:",none,1446
"Q: china's gold reserves may be slowly rising if history any guide
A:",none,9721
"Q: feb gold closes at $426.90/oz, up $4.80, or 1.1%
A:",up,3944
"Q: April gold rises $18.10, or 1.5%, to settle at $1,251.40/oz
A:",up,4322
"Q: Gold edges higher with Ukraine events in focus
A:",up,4153
"Q: gold posts modest gains, shakes off early weakness
A:",up,7278
"Q: Govt reduces tariff value on gold to $345
A:",none,6773
"Q: gold futures remain lower after economic data
A:",down,7610
"Q: Gold edges up as dollar dips on US interest rate uncertainty
A:",up,3592
"Q: gold extends losses but holds above $1,700/oz
A:",down,1759
"Q: byu mcx gold feb; target of rs 27845: way2wealth
A:",none,9958
"Q: gold futures climb, but metals indexes fall
A:",up,2764
"Q: Dec. gold trades at $1,255.40/oz, up from $1,253.80 settlement
A:",up,333
"Q: experts bearish on gold, recommend buying crude and copper
A:",down,8838
"Q: low satisfaction, confidence support gold: hsbc
A:",none,4349
"Q: us scrap gold prices continue to decline in line with comex gold
A:",down,575
"Q: gold imports jump three-fold to usd 15 billion in april-august
A:",none,4166
"Q: gold to trade in 31048-31380 range: achiievers equities
A:",neutral,7146
"Q: gold futures up 3.6% on week, biggest weekly gain since august
A:",up,1111
"Q: more gains to come by april for gold: investors
A:",up,8280
"Q: Gold futures decline to Rs 26,931 per 10 gm
A:",down,2916
"Q: Dow futures slip, gold pops as North Korea fires another missile, Japan orders shelter-in-place
A:",up,4145
"Q: December gold falls $16.20, or 1.3%, to $1,274.20/oz.
A:",down,2087
"Q: spot gold quoted at $437.80 in asia trade
A:",none,9433
"Q: feb gold falls $8.10, or 0.5%, to $1,743.20/oz
A:",down,2235
"Q: gold climbs higher as us dollar eases
A:",up,3812
"Q: december gold rises 0.2% at $1,222.80/oz.
A:",up,6314
"Q: Gold snaps six-day winning streak
A:",down,4522
"Q: spot gold quoted at $399, down $1.30 from new york
A:",down,3210
"Q: Gold holds modest decline after ADP report shows U.S. added 179k jobs
A:",down,5259
"Q: Gold prices may trade rangebound today: IIFL
A:",neutral,1773
"Q: gold futures remain lower after durable goods
A:",down,232
"Q: august gold gains after ppi data, last up 50 cents
A:",up,8063
"Q: gold futures rise, as dollar edges lower
A:",up,167
"Q: dollar decline lifts gold futures, shares
A:",up,5985
"Q: Gold will shine at &#36;3000 in 2-3 yrs: Superfund Financial
A:",up,9946
"Q: gold etfs higher in early trade
A:",up,272
"Q: gold closes at 4-month high on swiss shock
A:",up,7988
"Q: harmony gold q3 output down; profit up on pricing
A:",none,6398
"Q: peter schiff sheds no tears as a trump rally hammers gold, dow nears 20,000
A:",none,1124
"Q: gold, silver edge higher as dollar takes step back
A:",up,6350
"Q: canadian markets close down; gold retreats
A:",down,8189
"Q: duty hike drags down gold price
A:",down,8257
"Q: US dollar, demand weigh on gold prices
A:",none,3860
"Q: meridian gold up 2.5% in $xau
A:",up,9732
"Q: gold hits a one-month low
A:",down,7272
"Q: gold touches $359, nears 6-yr high
A:",up,8888
"Q: ncdex to launch 10 gm gold contract
A:",none,1564
"Q: Gold notches fourth winning day in a row as dollar pulls back
A:",up,2725
"Q: gold edges higher on good retail demand; silver rallies
A:",up,8334
"Q: Gold futures settle at a nearly 5-week low
A:",down,6214
"Q: gold up $22.50, 1.6%, to $1,431.20 oz after data
A:",up,2358
"Q: bearish gold sentiment presents long-term buying opportunity
A:",up,8344
"Q: Gold extends gains after personal-spending, inflation reports
A:",up,5232
"Q: Gold edges down on strong dollar, but geopolitical tensions support
A:",down,6813
"Q: december gold gains 10 cents, or less than 0.1%, to settle at $1,068.70/oz
A:",up,7346
"Q: Gold prices extend gains on renewed U.S.-North Korea anxiety
A:",up,5565
"Q: mcx gold october contract slips 2%
A:",down,5092
"Q: Gold settles higher for first time in three sessions
A:",up,6516
"Q: gold rate: check out the latest gold price, trends and market outlook
A:",none,954
"Q: cpm group : are new central bank gold purchases telling us something?
A:",none,1861
"Q: gold prices gain in asia as trump travel policy noted
A:",up,515
"Q: Profit-booking, weak global cues pull gold futures down to Rs 31,015 
A:",down,7613
"Q: cash for gold makes way for e-payments
A:",none,6345
"Q: Gold holds on to overnight gains as stocks, dollar retreat
A:",up,482
"Q: MCX GOLDPETAL Oct contract declines
A:",down,3530
"Q: comex gold end lower after three-session rise
A:",down,3871
"Q: gold falls for second day as treasury details plans
A:",down,1749
"Q: gold steady at rs 30,200; silver gains rs 200
A:",neutral,4032
"Q: Gold prices cut losses after a touching a low of $1,262.80/oz
A:",down,4542
"Q: gold futures poised to give back bulk of recent gains
A:",up,1214
"Q: spot gold quoted at $559.80 in asia trade
A:",up,3394
"Q: spot gold quoted at $442.10, unchanged from new york
A:",neutral,7317
"Q: gold futures touch one-week high
A:",up,2042
"Q: Gold retreats on strong dollar, despite China tariffs
A:",down,3591
"Q: june gold ends down $5.90, or 0.6%, at $908.20
A:",down,6025
"Q: Gold inches higher as investors look ahead to U.S. data
A:",up,7635
"Q: vedanta to offer to buy sterlite gold for c$65.45m
A:",none,1715
"Q: gold futures up rs 186 on global cues
A:",up,3417
"Q: gold futures pare losses at close
A:",down,4438
"Q: August gold trades at $1,222.30/oz, after $1,221.70 settlement before Fed minutes
A:",down,5718
"Q: should you invest in gold right now?
A:",none,6733
"Q: Commodity Outlook: Gold may rest easy at Rs 31,100
A:",none,3185
"Q: gold prices gain in asia on technical rebound, boj ahead
A:",up,5325
"Q: sell mcx gold apr fut around rs 29620: fortune fin
A:",none,2216
"Q: Gold edges up, silver spurts
A:",up,1681
"Q: curb on south korean imports pushes up gold prices
A:",up,2591
"Q: Gold drops 1% on China return, rebound in stocks
A:",down,9578
"Q: gold futures edge lower ahead of fed outcome
A:",down,1060
"Q: gold enters new 'phase'
A:",none,4801
"Q: Gold edges down as firm dollar, Fed rate hike concerns weigh
A:",down,7385
"Q: gold gains in asia as weak dollar supports buying in holiday-thinned trade
A:",up,7202
"Q: Gold futures end the week about 2.1% higher
A:",up,6683
"Q: Gold, silver firm up on Cyprus imbroglio
A:",up,2342
"Q: gold settles up $2.90, or 0.3%, at $1,133.60 an ounce
A:",up,1822
"Q: gold futures close at highest level since sept. 22
A:",up,6665
"Q: gold to trade in 28822-29380 range: achiievers equities
A:",neutral,6231
"Q: Gold futures at record high on global cues
A:",up,7223
"Q: gold futures jump after stronger-than-expected ppi
A:",up,7805
"Q: August gold tacks on a dime to settle at $1,242/oz
A:",up,7082
"Q: russia dumps treasuries for gold
A:",none,4223
"Q: dec. gold ends at $742.40/oz on nymex, down $14.90, or 2%
A:",down,1142
"Q: gold zooms by rs 80 at opening
A:",up,1760
"Q: gold prices edge down as dollar steadies
A:",down,547
"Q: black gold a headache not only for modi, but for raghuram rajan too
A:",none,6849
"Q: gold rises ahead of fomc minutes
A:",up,2263
"Q: Gold settles lower, builds on a weekly loss
A:",down,573
"Q: the case for gold in the era of financial virtual reality
A:",none,9523
"Q: Gold prices settle at highest level since November
A:",up,1449
"Q: india : bse to launch gold & silver futures from oct 1
A:",none,9940
"Q: spot gold bid at $404.90 an ounce, up $2.00
A:",up,4324
"Q: gold rebounds 1% but outlook clouded by etfs, dollar
A:",up,4071
"Q: dec. gold closes at its highest level since aug. 15
A:",up,8920
"Q: gold closes lower for the session to post weekly loss of 1.7%
A:",down,1280
"Q: gold edges up as stocks retreat, oil struggles
A:",up,4586
"Q: gold back at $1,600 an ounce, up 2.2%
A:",up,7742
"Q: dec. gold taps fresh high of $1,127.90 on globex
A:",up,2093
"Q: gold prices up in asia ahead of u.s. holiday
A:",up,6617
"Q: Gold futures down at Rs 30,568 on weak global cues
A:",down,83
"Q: Gold finishes at more than 2-year high
A:",up,7281
"Q: hiding behind gold's flashy moves, oil's the true performer
A:",up,164
"Q: drop in gold, crude prices to support rupee: jayesh mehta
A:",down,4937
"Q: metals focus : gold price to reach $1,450 before year end
A:",up,6538
"Q: gold slips after an earlier a high of $1,832.90
A:",down,983
"Q: gold gains more ground, trades near day's high
A:",up,7340
"Q: Gold rises to Rs 32,180; silver jumps by Rs 100/kg
A:",up,8578
"Q: April gold falls $1.90, or 0.2%, to settle at $1,200.70/oz
A:",down,7728
"Q: gold futures add $19.80 to $1,733.20
A:",up,293
"Q: Gold hits 1-month high on investment buying; silver spurts
A:",up,7819
"Q: gold ends 0.5% higher at $1,696 an ounce
A:",up,1506
"Q: december gold contract down $3.00 to $641.40
A:",down,3106
"Q: Gold prices up in Asia as dollar slightly retraces gains from last week
A:",up,9947
"Q: Gold prices dip in Asia as investors keep focus on Fed
A:",down,8321
"Q: gold prices dull on dollar strength
A:",down,347
"Q: brokerages strike gold in mutual fund sip distribution
A:",none,9394
"Q: August gold up 0.4% at $1,238.30 an ounce
A:",up,4711
"Q: MCX-Gold likely to extend its rally
A:",up,9399
"Q: commerzbank : china's gold imports from switzerland, hong kong fall drastically in april
A:",none,2081
"Q: February gold down $4, or 0.3%, at $1,185.80/oz.
A:",down,7151
"Q: silver prices drop on muted demand, gold steady
A:",down,4694
"Q: gold closes marginally lower at $1,338.60/oz
A:",down,6150
"Q: comex : the self-feeding, short-covering rally in gold prices
A:",none,9824
"Q: gold slips after overnight breach of $400
A:",down,2697
"Q: Gold futures rises to Rs 27,253 on global cues
A:",up,981
"Q: gold ends higher, but still posts a loss for the week
A:",up,1493
"Q: gold climbs $1.60 to settle at $1,236.70/oz
A:",up,1836
"Q: india targets raw gold in second duty hike this week
A:",none,1592
"Q: gold rises after bernanke talks about us jobs
A:",up,8045
"Q: gold settles higher as november inflation data meet expectations and the dollar takes a dip
A:",up,3580
"Q: gold futures fall as economic data lifts dollar
A:",down,690
"Q: Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz
A:",up,1809
"Q: Gold, silver skid on stockists' selling
A:",none,6582
"Q: gold, silver recover modestly on fresh buying
A:",up,1279
"Q: feb. gold ends up 1.2% at $847.20 an ounce
A:",up,6131
"Q: Gold prices end with a slight loss as U.S. equities, dollar gain ground
A:",down,317
"Q: gold futures edge higher in early dealings
A:",up,5888
"Q: gold rebounds as oil rallies, dollar weakens
A:",up,5428
"Q: gold prices continue gain into asia on political, economic uncertainty
A:",up,2250
"Q: Gold prices fall to Rs 27,610 at futures trade
A:",down,1012
"Q: August gold rises $5, or 0.4%, at $1,285.20/oz.
A:",up,3511
"Q: etfs : gold-backed etfs added 197.5t in 2017, growing assets by 8.4%
A:",none,9078
"Q: copper falls as economic worries return; gold dips
A:",down,739
"Q: palladium price hits record high and gets within $10 of gold
A:",up,6347
"Q: debt, defaults and bankruptcies to see higher gold
A:",up,8949
"Q: gold futures tallies four-session loss of $6.10/oz
A:",down,7800
"Q: gold closes sharply lower
A:",down,4651
"Q: gold and silver stocks fall
A:",down,9276
"Q: august gold drops $12.50, or 1.9%, to $648/oz in ny
A:",down,9767
"Q: june gold adds $8.80 to close at $1114.50/oz
A:",up,3636
"Q: gold rises, notches weekly gain after fed moves
A:",up,4524
"Q: gold mildly lower as safe-haven flight wanes
A:",down,3116
"Q: gold surges above $1350 as dollar hits trade-war lows
A:",up,8894
"Q: Gold market bets on India as Chinese import slows
A:",none,4344
"Q: does gold know something that gold shares don't?
A:",none,2639
"Q: risk-on sentiment did trigger correction in gold, but yellow metal in a sweet spot
A:",none,3175
"Q: can gold regain its glitter?
A:",none,652
"Q: dec. gold settles at $1,263.70/oz, down $4, or 0.3%
A:",down,1474
"Q: geojit comtrade`s 6 trading strategies on gold
A:",none,569
"Q: Gold up Rs 110 on jewellers' buying
A:",up,4050
"Q: gold prices down 9 sessions, lose 2% for the week
A:",down,388
"Q: Gold / Silver / Copper futures - weekly outlook: March 31 - April 4
A:",none,3813
"Q: gold outshines the competition
A:",none,1817
"Q: philadelphia gold & silver index rises 3.3%
A:",up,8247
"Q: gold loses almost $17 for the week
A:",down,6814
"Q: Gold's glitter remains, despite the price rise
A:",neutral,501
"Q: gold beats s&p 500 to bear market level
A:",up,5097
"Q: gold, silver advance on mild demand
A:",up,2919
"Q: Gold climbs to its highest finish in 7 months
A:",up,2084
"Q: gold up 2.5 percent as global stock rout spreads to europe
A:",up,2294
"Q: Gold futures rise to Rs 26,370 per 10 gm
A:",up,5412
"Q: gold slightly lower as rising stocks reduce safety buying
A:",down,6030
"Q: Gold ends higher as global stock markets pull back
A:",up,5922
"Q: Gold futures edge down to Rs 31,446
A:",down,5639
"Q: december gold falls $1.60, or 0.1%, to close at $1,076.30/oz.
A:",down,950
"Q: Hecla Mining estimates Q2 gold price $1,235/oz-$1,265/oz; gold futures up 0.2% at $1,249.60/oz
A:",up,5872
"Q: Gold slips to Rs 31,450; silver down by Rs 300 per kg
A:",down,8091
"Q: Gold pares loss, oil holds gains as Trump administration announces its tax plan
A:",up,9035
"Q: dec. gold up $43, or 5.1%, at $893.50/oz on globex
A:",up,6307
"Q: gold gains for fourth session as tax bill fuels inflation expectations
A:",up,7722
"Q: Dec. gold settles at $1,357.50/oz, up $16.30, or 1.2%, for the session
A:",up,7893
"Q: Gold edges lower on improved risk appetite
A:",down,1421
"Q: Gold prices mark a six-week high
A:",up,2309
"Q: dec. gold ends up 1.3% at $1,017.80 an ounce
A:",up,2248
"Q: gold settles lower, extends loss after fed beige book
A:",down,441
"Q: gold climbs rs 400, silver zooms rs 2,400 on global cues
A:",up,609
"Q: gold rate today: gold, silver down in early trade
A:",down,9054
"Q: Gold futures move lower after data show rise in Dec. U.S. ISM index
A:",down,9808
"Q: gold futures slide 0.22% on weak global pointers
A:",down,8993
"Q: gold slides more than $25 as dollar rallies
A:",down,7757
"Q: Gold steady; dollar, euro zone weigh
A:",neutral,8472
"Q: Gold drops to settle at 4-month low after solid U.S. jobs report
A:",down,6838
"Q: Gold ends lower, extends losing streak to 8 sessions
A:",down,755
"Q: spot gold quoted at $556.20 in asia trade
A:",up,9105
"Q: gold settles at highest level in more than 5 weeks
A:",up,5945
"Q: dec. gold ends down $19.90, or 1.5%, to $1,282.50
A:",down,1877
"Q: Gold recovers to Rs 30,550 on wedding season demand
A:",up,1206
"Q: should you invest in gold etfs amid steady outflows?
A:",none,8281
"Q: Gold turns slightly positive after consumer-price data
A:",up,3330
"Q: gold ekes out a gain a day after falling to a 4-month low
A:",up,2627
"Q: gold gains on safe-haven demand amid global stock market meltdown
A:",up,1783
"Q: high prices hit gold market; zero import in feb
A:",up,5459
"Q: June gold 0.3% higher at $1,256.60/oz.
A:",up,1657
"Q: Gold falls to Rs 30,450 on weak demand from local jewellers
A:",down,6120
"Q: Gold holds steady as dollar hovers near 10-month low
A:",down,4797
"Q: december gold prices off 0.3% at 1,224.90/oz.
A:",down,7099
"Q: Gold up on softer dollar but oil weakness caps gains
A:",up,9744
"Q: jp morgan remains bullish on gold but downgrades price forecast
A:",none,4640
"Q: pilgrim's pride extends gold kist tender offer
A:",none,6093
"Q: Gold prices in major cities in India
A:",none,3366
"Q: Gold futures mark highest finish in about 5 months
A:",up,316
"Q: Weak global cues pull gold futures down to Rs 31,348
A:",down,4786
"Q: spot gold rates decline in major metros in india
A:",down,3742
"Q: gold gains on local buying, global cues
A:",up,6027
"Q: gold closes 0.6% lower at $1,426.20 an ounce
A:",down,2146
"Q: gold futures soften on weak global cues
A:",down,5703
"Q: 7im drops gold and adopts general commodities strategy
A:",down,8039
"Q: june gold up $5 at $681.50/oz in ny
A:",up,8495
"Q: gold rallies to hit 11-month high of rs 31,350
A:",up,4781
"Q: gold turns higher in volatile trading
A:",up,2090
"Q: Gold futures score first gain in three sessions
A:",up,6935
"Q: sell feb gold contract at rs 29050/10gm: expert
A:",none,2223
"Q: Gold Prices Edge Lower, All Eyes on Fed Meeting
A:",down,4848
"Q: Gold surges to Rs 31,850; silver jumps by Rs 360/kg
A:",up,8025
"Q: Near-term outlook remains bearish for MCX gold
A:",up,1475
"Q: Gold prices steady, eyes on US midterm elections
A:",neutral,6101
"Q: gold futures close with a nearly $6 loss
A:",down,6875
"Q: gold prices settle at lowest level in nearly 8 weeks
A:",down,64
"Q: June gold settles at $1,267.20/oz, down $10.30, or 0.8%
A:",down,8017
"Q: inflation : could gold be a good inflation hedge?
A:",none,5299
"Q: gold futures gain after bank of japan move
A:",up,3411
"Q: Gold tumbles to Rs 30,375; silver drops by Rs 450 per kg
A:",down,5309
"Q: Gold snaps 6-session win streak as stocks rebound
A:",down,3924
"Q: Dec. gold gains $7.60, or 0.6%, to settle at $1,296.50/oz
A:",up,8056
"Q: dec. gold down $2.10 at $1,028.40/oz on globex
A:",down,7066
"Q: world gold council : global gold-backed etf flows are now positive in 2018
A:",none,9412
"Q: gold, silver trade lower in morning trade; rs 26,900-26,485 key support level for yellow metal
A:",down,3467
"Q: december gold closes $3.90, or 0.4%, lower at $1,081/oz
A:",down,8792
"Q: gold slides to $1,270 ahead of yellen speech, u.k. referendum
A:",down,3614
"Q: gold glitters with second biggest gain in 2011; up by rs 1025
A:",up,617
"Q: feb.gold futures climb $7.9 to $914.10/oz
A:",up,7264
"Q: gold leads toronto up but gains remain muted
A:",up,7096
"Q: gold inches higher on data, stimulus hopes
A:",up,496
"Q: saxo bank : gold revival still depends on the dollar
A:",none,5159
"Q: gold falls on globex on us debt ceiling progress
A:",down,1907
"Q: gold rate today: gold, silver trade lower on weak demand
A:",down,6274
"Q: Gold prices turn higher ahead of Comex settlement
A:",up,291
"Q: gold closes up as traders mull safe-haven appeal
A:",up,4818
"Q: Gold glitters ahead of Dhanteras, Diwali
A:",up,151
"Q: gold hits over 6-month high as investors flock to safety
A:",up,814
"Q: oil down 9.2%; gold gains 1.3% on week
A:",up,8558
"Q: gold dips as dollar gains after u.s. senate clears tax reform hurdle
A:",down,1010
"Q: gold down $7.90 at $877.00 an ounce
A:",down,6712
"Q: Dec. gold trades down 60 cents, or less than 0.1%, at $1,351.30/oz. after data
A:",down,2153
"Q: gold surges to seven-week high
A:",up,4700
"Q: moody's revises pilgrim's pride outlook on gold kist bid
A:",none,212
"Q: Gold futures up at Rs 31,197 per 10 gram
A:",up,8353
"Q: april gold closes at a one-week high
A:",up,4646
"Q: gold looking set to post fresh closing record
A:",none,1008
"Q: Gold prices trade little changed from settlement level after FOMC minutes
A:",neutral,6982
"Q: Gold futures down at Rs 31,231 per 10 gram
A:",down,1460
"Q: gold ends lower, logs third-straight session loss
A:",down,925
"Q: gold prices settle lower as trump administration unveils tax plan
A:",down,1626
"Q: gold futures climb over $5 to a six-month high
A:",up,6065
"Q: august gold falls $1.20 to close at $675.10/oz in ny
A:",down,8150
"Q: At crossroads now, gold looks vulnerable
A:",none,2666
"Q: gold options trading to kick off before diwali; technical glitch sorted: mcx
A:",down,4053
"Q: gold ends higher, shakes off early weakness
A:",up,2377
"Q: Gold slightly trims gains after jobless-claims report
A:",up,9354
"Q: august gold last up 10 cents at $658.80/oz
A:",up,1651
"Q: freeport-mcmoran copper & gold profit doubles
A:",none,4453
"Q: india gold rises over 1%; demand retreats
A:",up,4257
"Q: australia stocks seesaw, with gold, oil shares weak
A:",none,7171
"Q: gold futures fall at the close, lose 0.7% on week
A:",down,8335
"Q: august gold taps $662.50/oz, its highest level since june 7
A:",up,7118
"Q: Gold prices end lower as Trump's election win boosts U.S. equities, dollar
A:",down,7726
"Q: gold ends off highs amid dollar gyrations
A:",down,7763
"Q: spot gold quoted at $421.30, down 40c from new york
A:",down,548
"Q: gold ends at two-week low, down 1.9% on week
A:",down,9344
"Q: June gold futures up $11.50, or 0.9%, to $1,264.80 an ounce
A:",up,8555
"Q: april gold up $17.90 at $984.20 an ounce on nymex
A:",up,2374
"Q: april gold slips by 0.4% at $1,319.80/oz.
A:",down,1071
"Q: gold prices mark third-straight session climb
A:",up,6539
"Q: gold futures edge up, as dollar falls, oil surges
A:",up,871
"Q: Donald Trump isn't the only factor behind 2017 gold rally
A:",none,2236
"Q: gold may get costlier due to rbi measures to boost exports
A:",up,4866
"Q: MCX gold faces key hurdle
A:",none,1510
"Q: Gold futures mark lowest settlement since Jan. 13
A:",down,1483
"Q: ghana : pmmc partners indian company to establish gold refinery
A:",none,9862
"Q: expect gold lenders like muthoot finance and manapparum finance to grow 25 per cent in fy13 in spite of strict norms
A:",none,6221
"Q: gold prices end near $411 an ounce
A:",none,5763
"Q: gold at 7-month high after poor data, spain budget
A:",up,1765
"Q: Gold futures fall to Rs 30,952
A:",down,6204
"Q: fresnillo tops 2011 gold output targets
A:",none,3022
"Q: gold regains record levels of rs 20,600 on wedding demand
A:",up,8100
"Q: Gold prices ease in Asia as market looks for fresh cues on demand
A:",none,8929
"Q: Gold up in Asia despite Fed minutes showing rate hike in play
A:",up,3564
"Q: december gold up 70 cents at $674.20 an ounce on nymex
A:",up,4641
"Q: Gold drops to 2-week low, suffers worst weekly decline in a month
A:",down,5033
"Q: barclays expects gold to hit new low as fed plans rate hike
A:",down,9055
"Q: gold prices edge up for a fourth session
A:",up,3066
"Q: gold drops over 2 per cent on technicals; silver dives
A:",down,4572
"Q: gold reaches near three-month highs, amid weakening dollar
A:",up,9773
"Q: quoting bond villain, new gold etf takes aim at rivals on fees
A:",none,4280
"Q: gold futures climb rs 121 as speculators widen position
A:",up,4125
"Q: gold futures down 0.2% on day, up 5.4% on week
A:",down,5167
